query,parameter_index,parameters,results,time_seconds
bi15a,1,"{""person1Id"": ""1450"", ""person2Id"": ""15393162796819"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",11.992947
bi15a,2,"{""person1Id"": ""396"", ""person2Id"": ""21990232559100"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-08""}","[{""weight"": 4.0}]",10.379086
bi15a,3,"{""person1Id"": ""396"", ""person2Id"": ""4398046518680"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",9.850492
bi15a,4,"{""person1Id"": ""3388"", ""person2Id"": ""4398046511737"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-11""}","[{""weight"": 4.0}]",9.721904
bi15a,5,"{""person1Id"": ""2975"", ""person2Id"": ""10995116280033"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-11""}","[{""weight"": 4.0}]",9.580665
bi15a,6,"{""person1Id"": ""396"", ""person2Id"": ""13194139543364"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",9.643062
bi15a,7,"{""person1Id"": ""396"", ""person2Id"": ""24189255816872"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.618867
bi15a,8,"{""person1Id"": ""1450"", ""person2Id"": ""6597069773431"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-11""}","[{""weight"": 4.0}]",10.065343
bi15a,9,"{""person1Id"": ""3388"", ""person2Id"": ""8796093023042"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",9.945463
bi15a,10,"{""person1Id"": ""3388"", ""person2Id"": ""8796093027317"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-08""}","[{""weight"": 4.0}]",9.653086
bi15a,11,"{""person1Id"": ""396"", ""person2Id"": ""10995116286273"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-07""}","[{""weight"": 4.0}]",9.839212
bi15a,12,"{""person1Id"": ""1450"", ""person2Id"": ""26388279073330"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.841411
bi15a,13,"{""person1Id"": ""396"", ""person2Id"": ""4676"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-07""}","[{""weight"": 4.0}]",9.713217
bi15a,14,"{""person1Id"": ""396"", ""person2Id"": ""15393162790653"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-11""}","[{""weight"": 4.0}]",9.677443
bi15a,15,"{""person1Id"": ""396"", ""person2Id"": ""10995116282237"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",9.901590
bi15a,16,"{""person1Id"": ""3388"", ""person2Id"": ""4934"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.818959
bi15a,17,"{""person1Id"": ""1450"", ""person2Id"": ""21990232556222"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-07""}","[{""weight"": 4.0}]",9.772356
bi15a,18,"{""person1Id"": ""396"", ""person2Id"": ""4398046513385"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-07""}","[{""weight"": 4.0}]",9.696877
bi15a,19,"{""person1Id"": ""396"", ""person2Id"": ""19791209308116"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-08""}","[{""weight"": 4.0}]",9.852042
bi15a,20,"{""person1Id"": ""1450"", ""person2Id"": ""32985348834784"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-10""}","[{""weight"": 4.0}]",9.633318
bi15a,21,"{""person1Id"": ""1450"", ""person2Id"": ""30786325587975"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.773613
bi15a,22,"{""person1Id"": ""2756"", ""person2Id"": ""2199023261185"", ""startDate"": ""2012-11-02"", ""endDate"": ""2012-11-09""}","[{""weight"": 4.0}]",10.107360
bi15a,23,"{""person1Id"": ""3388"", ""person2Id"": ""17592186053259"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.879573
bi15a,24,"{""person1Id"": ""1450"", ""person2Id"": ""10995116286977"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-11""}","[{""weight"": 4.0}]",9.684783
bi15a,25,"{""person1Id"": ""3388"", ""person2Id"": ""17592186046318"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-09""}","[{""weight"": 4.0}]",9.847787
bi15a,26,"{""person1Id"": ""1450"", ""person2Id"": ""15393162792804"", ""startDate"": ""2012-11-06"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",9.883909
bi15a,27,"{""person1Id"": ""3388"", ""person2Id"": ""17592186051628"", ""startDate"": ""2012-11-07"", ""endDate"": ""2012-11-13""}","[{""weight"": 4.0}]",10.036580
bi15a,28,"{""person1Id"": ""396"", ""person2Id"": ""8796093023873"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-08""}","[{""weight"": 4.0}]",9.797281
bi15a,29,"{""person1Id"": ""396"", ""person2Id"": ""13194139533738"", ""startDate"": ""2012-11-03"", ""endDate"": ""2012-11-09""}","[{""weight"": 4.0}]",9.523698
