query,parameter_index,parameters,results,time_seconds
bi1,1,"{""datetime"": ""2010-06-11T09:21:46.451+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 5906, ""averageMessageLength"": 105.26684727395869, ""sumMessageLength"": 621706, ""percentageOfMessages"": 0.19830104421985698}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 688, ""averageMessageLength"": 202.6627906976744, ""sumMessageLength"": 139432, ""percentageOfMessages"": 0.023100426417755095}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 334, ""averageMessageLength"": 4.12874251497006, ""sumMessageLength"": 1379, ""percentageOfMessages"": 0.011214451196991573}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 57, ""averageMessageLength"": 76.59649122807018, ""sumMessageLength"": 4366, ""percentageOfMessages"": 0.0019138434677500587}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 94, ""averageMessageLength"": 94.35106382978724, ""sumMessageLength"": 8869, ""percentageOfMessages"": 0.003156162911728167}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 5, ""averageMessageLength"": 171.4, ""sumMessageLength"": 857, ""percentageOfMessages"": 0.0001678810059429876}]",0.045309
bi1,2,"{""datetime"": ""2010-02-26T03:51:21.290+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 731, ""averageMessageLength"": 104.52530779753762, ""sumMessageLength"": 76408, ""percentageOfMessages"": 0.19503735325506938}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 91, ""averageMessageLength"": 205.57142857142858, ""sumMessageLength"": 18707, ""percentageOfMessages"": 0.024279615795090716}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 4, ""averageMessageLength"": 4.25, ""sumMessageLength"": 17, ""percentageOfMessages"": 0.0010672358591248667}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 1, ""averageMessageLength"": 74.0, ""sumMessageLength"": 74, ""percentageOfMessages"": 0.00026680896478121667}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 2, ""averageMessageLength"": 121.0, ""sumMessageLength"": 242, ""percentageOfMessages"": 0.0005336179295624333}]",0.007238
bi1,3,"{""datetime"": ""2010-07-21T06:06:50.322+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 9294, ""averageMessageLength"": 105.23703464600818, ""sumMessageLength"": 978073, ""percentageOfMessages"": 0.20221932114882507}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 1104, ""averageMessageLength"": 203.2961956521739, ""sumMessageLength"": 224439, ""percentageOfMessages"": 0.02402088772845953}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 742, ""averageMessageLength"": 4.2075471698113205, ""sumMessageLength"": 3122, ""percentageOfMessages"": 0.016144473455178415}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 117, ""averageMessageLength"": 76.43589743589743, ""sumMessageLength"": 8943, ""percentageOfMessages"": 0.002545691906005222}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 250, ""averageMessageLength"": 93.908, ""sumMessageLength"": 23477, ""percentageOfMessages"": 0.005439512619669277}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 12, ""averageMessageLength"": 172.83333333333334, ""sumMessageLength"": 2074, ""percentageOfMessages"": 0.0002610966057441253}]",0.056494
bi1,4,"{""datetime"": ""2010-07-02T14:38:15.483+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 8174, ""averageMessageLength"": 105.25838022999756, ""sumMessageLength"": 860382, ""percentageOfMessages"": 0.21060496753581368}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 959, ""averageMessageLength"": 203.19186652763295, ""sumMessageLength"": 194861, ""percentageOfMessages"": 0.024708852932082862}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 542, ""averageMessageLength"": 4.171586715867159, ""sumMessageLength"": 2261, ""percentageOfMessages"": 0.013964753169122952}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 89, ""averageMessageLength"": 76.47191011235955, ""sumMessageLength"": 6806, ""percentageOfMessages"": 0.002293105225188086}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 170, ""averageMessageLength"": 94.95882352941176, ""sumMessageLength"": 16143, ""percentageOfMessages"": 0.004380088632381738}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 9, ""averageMessageLength"": 170.88888888888889, ""sumMessageLength"": 1538, ""percentageOfMessages"": 0.00023188704524373905}]",0.030680
bi1,5,"{""datetime"": ""2010-06-19T18:42:23.225+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 7195, ""averageMessageLength"": 105.28255733148019, ""sumMessageLength"": 757508, ""percentageOfMessages"": 0.21423254429060593}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 827, ""averageMessageLength"": 203.049576783555, ""sumMessageLength"": 167922, ""percentageOfMessages"": 0.02462408813458389}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 419, ""averageMessageLength"": 4.178997613365155, ""sumMessageLength"": 1751, ""percentageOfMessages"": 0.012475807652225696}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 71, ""averageMessageLength"": 76.53521126760563, ""sumMessageLength"": 5434, ""percentageOfMessages"": 0.0021140390055084113}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 121, ""averageMessageLength"": 95.2892561983471, ""sumMessageLength"": 11530, ""percentageOfMessages"": 0.003602798868542504}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 7, ""averageMessageLength"": 172.57142857142858, ""sumMessageLength"": 1208, ""percentageOfMessages"": 0.00020842638082477297}]",0.027866
bi1,6,"{""datetime"": ""2010-05-21T03:03:17.419+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 3507, ""averageMessageLength"": 105.17336755061307, ""sumMessageLength"": 368843, ""percentageOfMessages"": 0.1672787979966611}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 422, ""averageMessageLength"": 203.43127962085308, ""sumMessageLength"": 85848, ""percentageOfMessages"": 0.020128786072024802}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 151, ""averageMessageLength"": 4.079470198675497, ""sumMessageLength"": 616, ""percentageOfMessages"": 0.007202480324350107}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 25, ""averageMessageLength"": 76.48, ""sumMessageLength"": 1912, ""percentageOfMessages"": 0.0011924636298592892}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 46, ""averageMessageLength"": 94.91304347826087, ""sumMessageLength"": 4366, ""percentageOfMessages"": 0.0021941330789410924}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 2, ""averageMessageLength"": 175.0, ""sumMessageLength"": 350, ""percentageOfMessages"": 9.539709038874314e-05}]",0.018317
bi1,7,"{""datetime"": ""2010-07-04T05:29:09.677+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 8238, ""averageMessageLength"": 105.27494537509104, ""sumMessageLength"": 867255, ""percentageOfMessages"": 0.21022814270402695}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 963, ""averageMessageLength"": 203.1007268951194, ""sumMessageLength"": 195586, ""percentageOfMessages"": 0.0245751033532384}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 556, ""averageMessageLength"": 4.172661870503597, ""sumMessageLength"": 2320, ""percentageOfMessages"": 0.014188740876843771}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 89, ""averageMessageLength"": 76.47191011235955, ""sumMessageLength"": 6806, ""percentageOfMessages"": 0.002271219313019956}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 177, ""averageMessageLength"": 94.62146892655367, ""sumMessageLength"": 16748, ""percentageOfMessages"": 0.004516919307916092}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 9, ""averageMessageLength"": 170.88888888888889, ""sumMessageLength"": 1538, ""percentageOfMessages"": 0.00022967386311437759}]",0.031998
bi1,8,"{""datetime"": ""2010-07-24T03:51:11.612+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 10105, ""averageMessageLength"": 105.24977733795151, ""sumMessageLength"": 1063549, ""percentageOfMessages"": 0.21139282875193507}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 1186, ""averageMessageLength"": 203.1922428330523, ""sumMessageLength"": 240986, ""percentageOfMessages"": 0.024810677377515584}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 810, ""averageMessageLength"": 4.209876543209877, ""sumMessageLength"": 3410, ""percentageOfMessages"": 0.01694489770302498}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 124, ""averageMessageLength"": 76.40322580645162, ""sumMessageLength"": 9474, ""percentageOfMessages"": 0.0025940337224383916}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 275, ""averageMessageLength"": 93.76, ""sumMessageLength"": 25784, ""percentageOfMessages"": 0.005752897368310949}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 15, ""averageMessageLength"": 173.8, ""sumMessageLength"": 2607, ""percentageOfMessages"": 0.00031379440190786994}]",0.048979
bi1,9,"{""datetime"": ""2010-04-06T18:42:58.064+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 1762, ""averageMessageLength"": 105.05959137343928, ""sumMessageLength"": 185115, ""percentageOfMessages"": 0.17972256221950225}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 217, ""averageMessageLength"": 201.110599078341, ""sumMessageLength"": 43641, ""percentageOfMessages"": 0.022133822929416565}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 30, ""averageMessageLength"": 4.2, ""sumMessageLength"": 126, ""percentageOfMessages"": 0.0030599755201958386}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 7, ""averageMessageLength"": 76.14285714285714, ""sumMessageLength"": 533, ""percentageOfMessages"": 0.0007139942880456956}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 10, ""averageMessageLength"": 91.5, ""sumMessageLength"": 915, ""percentageOfMessages"": 0.0010199918400652795}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 1, ""averageMessageLength"": 167.0, ""sumMessageLength"": 167, ""percentageOfMessages"": 0.00010199918400652795}]",0.010551
bi1,10,"{""datetime"": ""2010-06-01T09:09:15.483+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 4703, ""averageMessageLength"": 105.17478205400808, ""sumMessageLength"": 494637, ""percentageOfMessages"": 0.18501180173092052}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 557, ""averageMessageLength"": 202.70197486535008, ""sumMessageLength"": 112905, ""percentageOfMessages"": 0.02191188040912667}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 230, ""averageMessageLength"": 4.165217391304348, ""sumMessageLength"": 958, ""percentageOfMessages"": 0.00904799370574351}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 36, ""averageMessageLength"": 76.83333333333333, ""sumMessageLength"": 2766, ""percentageOfMessages"": 0.0014162077104642014}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 62, ""averageMessageLength"": 94.85483870967742, ""sumMessageLength"": 5881, ""percentageOfMessages"": 0.0024390243902439024}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 3, ""averageMessageLength"": 173.0, ""sumMessageLength"": 519, ""percentageOfMessages"": 0.00011801730920535012}]",0.026286
bi1,11,"{""datetime"": ""2010-05-31T02:14:48.387+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 4668, ""averageMessageLength"": 105.15359897172236, ""sumMessageLength"": 490857, ""percentageOfMessages"": 0.18697428502763758}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 548, ""averageMessageLength"": 202.77737226277372, ""sumMessageLength"": 111122, ""percentageOfMessages"": 0.021949851798445885}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 224, ""averageMessageLength"": 4.174107142857143, ""sumMessageLength"": 935, ""percentageOfMessages"": 0.00897220219498518}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 36, ""averageMessageLength"": 76.83333333333333, ""sumMessageLength"": 2766, ""percentageOfMessages"": 0.0014419610670511895}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 62, ""averageMessageLength"": 94.85483870967742, ""sumMessageLength"": 5881, ""percentageOfMessages"": 0.0024833773932548264}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 3, ""averageMessageLength"": 173.0, ""sumMessageLength"": 519, ""percentageOfMessages"": 0.0001201634222542658}]",0.021959
bi1,12,"{""datetime"": ""2010-04-28T07:55:54.193+00:00""}","[{""year"": 2010, ""isComment"": false, ""lengthCategory"": 2, ""messageCount"": 2728, ""averageMessageLength"": 105.01759530791789, ""sumMessageLength"": 286488, ""percentageOfMessages"": 0.1864151974853082}, {""year"": 2010, ""isComment"": false, ""lengthCategory"": 3, ""messageCount"": 335, ""averageMessageLength"": 203.05671641791045, ""sumMessageLength"": 68024, ""percentageOfMessages"": 0.02289189558562252}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 0, ""messageCount"": 72, ""averageMessageLength"": 4.236111111111111, ""sumMessageLength"": 305, ""percentageOfMessages"": 0.004920049200492005}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 1, ""messageCount"": 11, ""averageMessageLength"": 76.54545454545455, ""sumMessageLength"": 842, ""percentageOfMessages"": 0.0007516741834085008}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 2, ""messageCount"": 23, ""averageMessageLength"": 91.73913043478261, ""sumMessageLength"": 2110, ""percentageOfMessages"": 0.0015716823834905015}, {""year"": 2010, ""isComment"": true, ""lengthCategory"": 3, ""messageCount"": 1, ""averageMessageLength"": 167.0, ""sumMessageLength"": 167, ""percentageOfMessages"": 6.833401667350006e-05}]",0.013793
